Category,Setting,Diagnosis,Date,Count
cardiac arrest,inpatient discharges,Primary,2020-04-01,43
cardiac arrest,inpatient discharges,Primary,2020-05-01,55
cardiac arrest,inpatient discharges,Primary,2020-06-01,44
cardiac arrest,inpatient discharges,Primary,2020-07-01,52
cardiac arrest,inpatient discharges,Primary,2020-08-01,71
cardiac arrest,inpatient discharges,Primary,2020-09-01,60
cardiac arrest,inpatient discharges,Primary,2020-10-01,62
cardiac arrest,inpatient discharges,Primary,2020-11-01,73
cardiac arrest,inpatient discharges,Primary,2020-12-01,83
cardiac arrest,inpatient discharges,Primary,2021-01-01,79
cardiac arrest,inpatient discharges,Primary,2021-02-01,87
cardiac arrest,inpatient discharges,Primary,2021-03-01,92
cardiac arrest,inpatient discharges,Primary,2021-04-01,64
cardiac arrest,inpatient discharges,Primary,2021-05-01,77
cardiac arrest,inpatient discharges,Primary,2021-06-01,82
cardiac arrest,inpatient discharges,Primary,2021-07-01,64
cardiac arrest,inpatient discharges,Primary,2021-08-01,77
cardiac arrest,inpatient discharges,Primary,2021-09-01,69
cardiac arrest,inpatient discharges,Primary,2021-10-01,85
cardiac arrest,inpatient discharges,Primary,2021-11-01,69
cardiac arrest,inpatient discharges,Primary,2021-12-01,93
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-01-01,2
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-02-01,2
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-03-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-07-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-08-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-09-01,2
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-10-01,5
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-11-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2020-12-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-01-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-03-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-05-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-06-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-08-01,3
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-09-01,1
chronic obstructive pulmonary disease (copd),inpatient discharges,Primary,2021-10-01,1
covid-19,inpatient discharges,Primary,2020-04-01,636
covid-19,inpatient discharges,Primary,2020-05-01,628
covid-19,inpatient discharges,Primary,2020-06-01,633
covid-19,inpatient discharges,Primary,2020-07-01,1260
covid-19,inpatient discharges,Primary,2020-08-01,1278
covid-19,inpatient discharges,Primary,2020-09-01,695
covid-19,inpatient discharges,Primary,2020-10-01,490
covid-19,inpatient discharges,Primary,2020-11-01,806
covid-19,inpatient discharges,Primary,2020-12-01,4277
covid-19,inpatient discharges,Primary,2021-01-01,7151
covid-19,inpatient discharges,Primary,2021-02-01,2858
covid-19,inpatient discharges,Primary,2021-03-01,734
covid-19,inpatient discharges,Primary,2021-04-01,247
covid-19,inpatient discharges,Primary,2021-05-01,189
covid-19,inpatient discharges,Primary,2021-06-01,111
covid-19,inpatient discharges,Primary,2021-07-01,244
covid-19,inpatient discharges,Primary,2021-08-01,1331
covid-19,inpatient discharges,Primary,2021-09-01,1911
covid-19,inpatient discharges,Primary,2021-10-01,1138
covid-19,inpatient discharges,Primary,2021-11-01,1011
covid-19,inpatient discharges,Primary,2021-12-01,931
depression,inpatient discharges,Primary,2020-04-01,1
depression,inpatient discharges,Primary,2020-06-01,1
depression,inpatient discharges,Primary,2020-08-01,1
depression,inpatient discharges,Primary,2020-09-01,1
depression,inpatient discharges,Primary,2020-10-01,1
depression,inpatient discharges,Primary,2020-12-01,2
depression,inpatient discharges,Primary,2021-01-01,2
depression,inpatient discharges,Primary,2021-02-01,2
depression,inpatient discharges,Primary,2021-06-01,2
depression,inpatient discharges,Primary,2021-08-01,1
depression,inpatient discharges,Primary,2021-10-01,2
depression,inpatient discharges,Primary,2021-11-01,1
diabetes,inpatient discharges,Primary,2020-01-01,57
diabetes,inpatient discharges,Primary,2020-02-01,54
diabetes,inpatient discharges,Primary,2020-03-01,38
diabetes,inpatient discharges,Primary,2020-04-01,30
diabetes,inpatient discharges,Primary,2020-05-01,34
diabetes,inpatient discharges,Primary,2020-06-01,31
diabetes,inpatient discharges,Primary,2020-07-01,39
diabetes,inpatient discharges,Primary,2020-08-01,49
diabetes,inpatient discharges,Primary,2020-09-01,33
diabetes,inpatient discharges,Primary,2020-10-01,37
diabetes,inpatient discharges,Primary,2020-11-01,41
diabetes,inpatient discharges,Primary,2020-12-01,69
diabetes,inpatient discharges,Primary,2021-01-01,69
diabetes,inpatient discharges,Primary,2021-02-01,53
diabetes,inpatient discharges,Primary,2021-03-01,62
diabetes,inpatient discharges,Primary,2021-04-01,56
diabetes,inpatient discharges,Primary,2021-05-01,42
diabetes,inpatient discharges,Primary,2021-06-01,37
diabetes,inpatient discharges,Primary,2021-07-01,50
diabetes,inpatient discharges,Primary,2021-08-01,54
diabetes,inpatient discharges,Primary,2021-09-01,46
diabetes,inpatient discharges,Primary,2021-10-01,45
diabetes,inpatient discharges,Primary,2021-11-01,47
diabetes,inpatient discharges,Primary,2021-12-01,52
hypertension,inpatient discharges,Primary,2020-01-01,338
hypertension,inpatient discharges,Primary,2020-02-01,295
hypertension,inpatient discharges,Primary,2020-03-01,305
hypertension,inpatient discharges,Primary,2020-04-01,175
hypertension,inpatient discharges,Primary,2020-05-01,189
hypertension,inpatient discharges,Primary,2020-06-01,167
hypertension,inpatient discharges,Primary,2020-07-01,193
hypertension,inpatient discharges,Primary,2020-08-01,163
hypertension,inpatient discharges,Primary,2020-09-01,194
hypertension,inpatient discharges,Primary,2020-10-01,216
hypertension,inpatient discharges,Primary,2020-11-01,231
hypertension,inpatient discharges,Primary,2020-12-01,292
hypertension,inpatient discharges,Primary,2021-01-01,269
hypertension,inpatient discharges,Primary,2021-02-01,227
hypertension,inpatient discharges,Primary,2021-03-01,283
hypertension,inpatient discharges,Primary,2021-04-01,278
hypertension,inpatient discharges,Primary,2021-05-01,263
hypertension,inpatient discharges,Primary,2021-06-01,244
hypertension,inpatient discharges,Primary,2021-07-01,225
hypertension,inpatient discharges,Primary,2021-08-01,207
hypertension,inpatient discharges,Primary,2021-09-01,231
hypertension,inpatient discharges,Primary,2021-10-01,274
hypertension,inpatient discharges,Primary,2021-11-01,247
hypertension,inpatient discharges,Primary,2021-12-01,331
mood disorders (excluding depression),inpatient discharges,Primary,2020-04-01,1
mood disorders (excluding depression),inpatient discharges,Primary,2020-05-01,2
mood disorders (excluding depression),inpatient discharges,Primary,2020-11-01,1
mood disorders (excluding depression),inpatient discharges,Primary,2020-12-01,1
mood disorders (excluding depression),inpatient discharges,Primary,2021-02-01,2
mood disorders (excluding depression),inpatient discharges,Primary,2021-03-01,2
mood disorders (excluding depression),inpatient discharges,Primary,2021-05-01,1
mood disorders (excluding depression),inpatient discharges,Primary,2021-09-01,2
mood disorders (excluding depression),inpatient discharges,Primary,2021-12-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-01-01,4
non-mood psychotic disorders,inpatient discharges,Primary,2020-02-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-03-01,2
non-mood psychotic disorders,inpatient discharges,Primary,2020-04-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-05-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-06-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-07-01,2
non-mood psychotic disorders,inpatient discharges,Primary,2020-08-01,3
non-mood psychotic disorders,inpatient discharges,Primary,2020-09-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-10-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2020-12-01,4
non-mood psychotic disorders,inpatient discharges,Primary,2021-02-01,3
non-mood psychotic disorders,inpatient discharges,Primary,2021-03-01,4
non-mood psychotic disorders,inpatient discharges,Primary,2021-04-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2021-05-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2021-06-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2021-07-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2021-08-01,1
non-mood psychotic disorders,inpatient discharges,Primary,2021-09-01,2
non-mood psychotic disorders,inpatient discharges,Primary,2021-10-01,3
non-mood psychotic disorders,inpatient discharges,Primary,2021-11-01,2
non-mood psychotic disorders,inpatient discharges,Primary,2021-12-01,3
nonpsychotic disorders (excluding anxiety),inpatient discharges,Primary,2021-02-01,1
nonpsychotic disorders (excluding anxiety),inpatient discharges,Primary,2021-10-01,1
nonpsychotic disorders (excluding anxiety),inpatient discharges,Primary,2021-12-01,1
obesity,inpatient discharges,Primary,2020-02-01,1
obesity,inpatient discharges,Primary,2020-05-01,1
obesity,inpatient discharges,Primary,2020-06-01,3
obesity,inpatient discharges,Primary,2020-07-01,2
obesity,inpatient discharges,Primary,2020-09-01,1
obesity,inpatient discharges,Primary,2020-10-01,1
obesity,inpatient discharges,Primary,2020-11-01,1
obesity,inpatient discharges,Primary,2020-12-01,2
obesity,inpatient discharges,Primary,2021-02-01,1
obesity,inpatient discharges,Primary,2021-04-01,1
obesity,inpatient discharges,Primary,2021-05-01,2
obesity,inpatient discharges,Primary,2021-07-01,1
obesity,inpatient discharges,Primary,2021-08-01,1
obesity,inpatient discharges,Primary,2021-11-01,4
obesity,inpatient discharges,Primary,2021-12-01,1
pneumonia,inpatient discharges,Primary,2020-01-01,328
pneumonia,inpatient discharges,Primary,2020-02-01,301
pneumonia,inpatient discharges,Primary,2020-03-01,411
pneumonia,inpatient discharges,Primary,2020-04-01,222
pneumonia,inpatient discharges,Primary,2020-05-01,190
pneumonia,inpatient discharges,Primary,2020-06-01,181
pneumonia,inpatient discharges,Primary,2020-07-01,202
pneumonia,inpatient discharges,Primary,2020-08-01,169
pneumonia,inpatient discharges,Primary,2020-09-01,187
pneumonia,inpatient discharges,Primary,2020-10-01,195
pneumonia,inpatient discharges,Primary,2020-11-01,200
pneumonia,inpatient discharges,Primary,2020-12-01,239
pneumonia,inpatient discharges,Primary,2021-01-01,254
pneumonia,inpatient discharges,Primary,2021-02-01,198
pneumonia,inpatient discharges,Primary,2021-03-01,218
pneumonia,inpatient discharges,Primary,2021-04-01,195
pneumonia,inpatient discharges,Primary,2021-05-01,213
pneumonia,inpatient discharges,Primary,2021-06-01,196
pneumonia,inpatient discharges,Primary,2021-07-01,181
pneumonia,inpatient discharges,Primary,2021-08-01,213
pneumonia,inpatient discharges,Primary,2021-09-01,192
pneumonia,inpatient discharges,Primary,2021-10-01,224
pneumonia,inpatient discharges,Primary,2021-11-01,221
pneumonia,inpatient discharges,Primary,2021-12-01,302
respiratory arrest/failure,inpatient discharges,Primary,2020-01-01,519
respiratory arrest/failure,inpatient discharges,Primary,2020-02-01,497
respiratory arrest/failure,inpatient discharges,Primary,2020-03-01,514
respiratory arrest/failure,inpatient discharges,Primary,2020-04-01,406
respiratory arrest/failure,inpatient discharges,Primary,2020-05-01,345
respiratory arrest/failure,inpatient discharges,Primary,2020-06-01,362
respiratory arrest/failure,inpatient discharges,Primary,2020-07-01,371
respiratory arrest/failure,inpatient discharges,Primary,2020-08-01,347
respiratory arrest/failure,inpatient discharges,Primary,2020-09-01,339
respiratory arrest/failure,inpatient discharges,Primary,2020-10-01,340
respiratory arrest/failure,inpatient discharges,Primary,2020-11-01,372
respiratory arrest/failure,inpatient discharges,Primary,2020-12-01,418
respiratory arrest/failure,inpatient discharges,Primary,2021-01-01,468
respiratory arrest/failure,inpatient discharges,Primary,2021-02-01,429
respiratory arrest/failure,inpatient discharges,Primary,2021-03-01,472
respiratory arrest/failure,inpatient discharges,Primary,2021-04-01,382
respiratory arrest/failure,inpatient discharges,Primary,2021-05-01,384
respiratory arrest/failure,inpatient discharges,Primary,2021-06-01,403
respiratory arrest/failure,inpatient discharges,Primary,2021-07-01,348
respiratory arrest/failure,inpatient discharges,Primary,2021-08-01,379
respiratory arrest/failure,inpatient discharges,Primary,2021-09-01,350
respiratory arrest/failure,inpatient discharges,Primary,2021-10-01,401
respiratory arrest/failure,inpatient discharges,Primary,2021-11-01,434
respiratory arrest/failure,inpatient discharges,Primary,2021-12-01,462
sepsis,inpatient discharges,Primary,2020-01-01,2903
sepsis,inpatient discharges,Primary,2020-02-01,2533
sepsis,inpatient discharges,Primary,2020-03-01,2747
sepsis,inpatient discharges,Primary,2020-04-01,3035
sepsis,inpatient discharges,Primary,2020-05-01,2784
sepsis,inpatient discharges,Primary,2020-06-01,2549
sepsis,inpatient discharges,Primary,2020-07-01,3290
sepsis,inpatient discharges,Primary,2020-08-01,3154
sepsis,inpatient discharges,Primary,2020-09-01,2537
sepsis,inpatient discharges,Primary,2020-10-01,2437
sepsis,inpatient discharges,Primary,2020-11-01,2910
sepsis,inpatient discharges,Primary,2020-12-01,6156
sepsis,inpatient discharges,Primary,2021-01-01,8590
sepsis,inpatient discharges,Primary,2021-02-01,4470
sepsis,inpatient discharges,Primary,2021-03-01,2954
sepsis,inpatient discharges,Primary,2021-04-01,2209
sepsis,inpatient discharges,Primary,2021-05-01,2119
sepsis,inpatient discharges,Primary,2021-06-01,1973
sepsis,inpatient discharges,Primary,2021-07-01,2230
sepsis,inpatient discharges,Primary,2021-08-01,3125
sepsis,inpatient discharges,Primary,2021-09-01,3348
sepsis,inpatient discharges,Primary,2021-10-01,2998
sepsis,inpatient discharges,Primary,2021-11-01,2975
sepsis,inpatient discharges,Primary,2021-12-01,3183
stroke,inpatient discharges,Primary,2020-01-01,242
stroke,inpatient discharges,Primary,2020-02-01,206
stroke,inpatient discharges,Primary,2020-03-01,218
stroke,inpatient discharges,Primary,2020-04-01,173
stroke,inpatient discharges,Primary,2020-05-01,143
stroke,inpatient discharges,Primary,2020-06-01,209
stroke,inpatient discharges,Primary,2020-07-01,173
stroke,inpatient discharges,Primary,2020-08-01,179
stroke,inpatient discharges,Primary,2020-09-01,180
stroke,inpatient discharges,Primary,2020-10-01,153
stroke,inpatient discharges,Primary,2020-11-01,182
stroke,inpatient discharges,Primary,2020-12-01,220
stroke,inpatient discharges,Primary,2021-01-01,304
stroke,inpatient discharges,Primary,2021-02-01,201
stroke,inpatient discharges,Primary,2021-03-01,210
stroke,inpatient discharges,Primary,2021-04-01,181
stroke,inpatient discharges,Primary,2021-05-01,187
stroke,inpatient discharges,Primary,2021-06-01,197
stroke,inpatient discharges,Primary,2021-07-01,217
stroke,inpatient discharges,Primary,2021-08-01,205
stroke,inpatient discharges,Primary,2021-09-01,191
stroke,inpatient discharges,Primary,2021-10-01,219
stroke,inpatient discharges,Primary,2021-11-01,191
stroke,inpatient discharges,Primary,2021-12-01,230
substance use disorders,inpatient discharges,Primary,2020-01-01,7
substance use disorders,inpatient discharges,Primary,2020-02-01,6
substance use disorders,inpatient discharges,Primary,2020-03-01,5
substance use disorders,inpatient discharges,Primary,2020-04-01,4
substance use disorders,inpatient discharges,Primary,2020-05-01,5
substance use disorders,inpatient discharges,Primary,2020-06-01,10
substance use disorders,inpatient discharges,Primary,2020-07-01,6
substance use disorders,inpatient discharges,Primary,2020-08-01,7
substance use disorders,inpatient discharges,Primary,2020-09-01,5
substance use disorders,inpatient discharges,Primary,2020-10-01,6
substance use disorders,inpatient discharges,Primary,2020-11-01,5
substance use disorders,inpatient discharges,Primary,2020-12-01,11
substance use disorders,inpatient discharges,Primary,2021-01-01,14
substance use disorders,inpatient discharges,Primary,2021-02-01,8
substance use disorders,inpatient discharges,Primary,2021-03-01,7
substance use disorders,inpatient discharges,Primary,2021-04-01,7
substance use disorders,inpatient discharges,Primary,2021-05-01,13
substance use disorders,inpatient discharges,Primary,2021-06-01,6
substance use disorders,inpatient discharges,Primary,2021-07-01,10
substance use disorders,inpatient discharges,Primary,2021-08-01,7
substance use disorders,inpatient discharges,Primary,2021-09-01,14
substance use disorders,inpatient discharges,Primary,2021-10-01,12
substance use disorders,inpatient discharges,Primary,2021-11-01,11
substance use disorders,inpatient discharges,Primary,2021-12-01,10
unspecified mental disorders,inpatient discharges,Primary,2021-01-01,1
unspecified mental disorders,inpatient discharges,Primary,2021-08-01,1
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,678
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,660
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,621
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,470
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,450
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,469
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,569
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,521
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,490
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,501
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,625
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,926
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,1090
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,752
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,647
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,537
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,567
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-06-01,570
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-07-01,557
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-08-01,670
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-09-01,724
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-10-01,673
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-11-01,656
anxiety,inpatient discharges,Secondary (COVID-19 Not Primary),2021-12-01,716
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,296
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,287
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,286
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,264
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,228
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,240
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,322
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,294
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,223
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,246
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,262
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,451
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,579
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,353
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,277
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,265
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,235
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-06-01,263
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-07-01,222
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-08-01,292
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-09-01,349
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-10-01,322
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-11-01,294
asthma,inpatient discharges,Secondary (COVID-19 Not Primary),2021-12-01,322
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,12
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,11
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,11
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,8
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,7
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,4
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,9
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,8
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,11
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,10
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,4
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,10
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,10
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,8
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,8
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,9
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,9
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-06-01,7
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-07-01,6
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-08-01,6
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-09-01,9
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-10-01,7
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-11-01,11
behavioral syndromes,inpatient discharges,Secondary (COVID-19 Not Primary),2021-12-01,10
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,1671
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,1490
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,1480
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,1095
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,1116
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,1118
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,1160
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,1216
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,1220
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,1251
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,1288
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,1474
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,1587
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,1243
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,1317
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,1179
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,1250
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-06-01,1291
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-07-01,1284
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-08-01,1387
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-09-01,1343
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-10-01,1433
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-11-01,1399
cancer,inpatient discharges,Secondary (COVID-19 Not Primary),2021-12-01,1460
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,1446
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,1241
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,1320
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,1284
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,1239
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,1191
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,1547
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,1424
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,1296
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,1416
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,1650
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,2756
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,3455
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,2161
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,1789
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,1381
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,1468
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-06-01,1367
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-07-01,1434
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-08-01,1720
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-09-01,1876
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-10-01,1785
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-11-01,1705
cardiac arrest,inpatient discharges,Secondary (COVID-19 Not Primary),2021-12-01,2006
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-01-01,697
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-02-01,653
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-03-01,592
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-04-01,505
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-05-01,517
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-06-01,474
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-07-01,554
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-08-01,440
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-09-01,431
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-10-01,461
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-11-01,591
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2020-12-01,604
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2021-01-01,649
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2021-02-01,512
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2021-03-01,555
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2021-04-01,516
chronic obstructive pulmonary disease (copd),inpatient discharges,Secondary (COVID-19 Not Primary),2021-05-01,457
