Date,Category,Setting,Count
2020-07-01,mood disorders (excluding depression),inpatient discharges,118
2020-08-01,mood disorders (excluding depression),inpatient discharges,101
2020-09-01,mood disorders (excluding depression),inpatient discharges,101
2020-10-01,mood disorders (excluding depression),inpatient discharges,120
2020-11-01,mood disorders (excluding depression),inpatient discharges,119
2020-12-01,mood disorders (excluding depression),inpatient discharges,184
2021-01-01,mood disorders (excluding depression),inpatient discharges,279
2021-02-01,mood disorders (excluding depression),inpatient discharges,164
2021-03-01,mood disorders (excluding depression),inpatient discharges,119
2021-04-01,mood disorders (excluding depression),inpatient discharges,98
2021-05-01,mood disorders (excluding depression),inpatient discharges,101
2021-06-01,mood disorders (excluding depression),inpatient discharges,95
2021-07-01,mood disorders (excluding depression),inpatient discharges,90
2021-08-01,mood disorders (excluding depression),inpatient discharges,133
2021-09-01,mood disorders (excluding depression),inpatient discharges,133
2021-10-01,mood disorders (excluding depression),inpatient discharges,122
2021-11-01,mood disorders (excluding depression),inpatient discharges,114
2021-12-01,mood disorders (excluding depression),inpatient discharges,131
2018-01-01,non-mood psychotic disorders,inpatient discharges,199
2018-02-01,non-mood psychotic disorders,inpatient discharges,135
2018-03-01,non-mood psychotic disorders,inpatient discharges,134
2018-04-01,non-mood psychotic disorders,inpatient discharges,125
2018-05-01,non-mood psychotic disorders,inpatient discharges,134
2018-06-01,non-mood psychotic disorders,inpatient discharges,97
2018-07-01,non-mood psychotic disorders,inpatient discharges,132
2018-08-01,non-mood psychotic disorders,inpatient discharges,113
2018-09-01,non-mood psychotic disorders,inpatient discharges,97
2018-10-01,non-mood psychotic disorders,inpatient discharges,99
2018-11-01,non-mood psychotic disorders,inpatient discharges,106
2018-12-01,non-mood psychotic disorders,inpatient discharges,130
2019-01-01,non-mood psychotic disorders,inpatient discharges,144
2019-02-01,non-mood psychotic disorders,inpatient discharges,128
2019-03-01,non-mood psychotic disorders,inpatient discharges,127
2019-04-01,non-mood psychotic disorders,inpatient discharges,126
2019-05-01,non-mood psychotic disorders,inpatient discharges,134
2019-06-01,non-mood psychotic disorders,inpatient discharges,110
2019-07-01,non-mood psychotic disorders,inpatient discharges,110
2019-08-01,non-mood psychotic disorders,inpatient discharges,128
2019-09-01,non-mood psychotic disorders,inpatient discharges,117
2019-10-01,non-mood psychotic disorders,inpatient discharges,129
2019-11-01,non-mood psychotic disorders,inpatient discharges,140
2019-12-01,non-mood psychotic disorders,inpatient discharges,121
2020-01-01,non-mood psychotic disorders,inpatient discharges,142
2020-02-01,non-mood psychotic disorders,inpatient discharges,153
2020-03-01,non-mood psychotic disorders,inpatient discharges,184
2020-04-01,non-mood psychotic disorders,inpatient discharges,196
2020-05-01,non-mood psychotic disorders,inpatient discharges,185
2020-06-01,non-mood psychotic disorders,inpatient discharges,173
2020-07-01,non-mood psychotic disorders,inpatient discharges,187
2020-08-01,non-mood psychotic disorders,inpatient discharges,196
2020-09-01,non-mood psychotic disorders,inpatient discharges,134
2020-10-01,non-mood psychotic disorders,inpatient discharges,134
2020-11-01,non-mood psychotic disorders,inpatient discharges,185
2020-12-01,non-mood psychotic disorders,inpatient discharges,310
2021-01-01,non-mood psychotic disorders,inpatient discharges,404
2021-02-01,non-mood psychotic disorders,inpatient discharges,198
2021-03-01,non-mood psychotic disorders,inpatient discharges,173
2021-04-01,non-mood psychotic disorders,inpatient discharges,148
2021-05-01,non-mood psychotic disorders,inpatient discharges,112
2021-06-01,non-mood psychotic disorders,inpatient discharges,130
2021-07-01,non-mood psychotic disorders,inpatient discharges,116
2021-08-01,non-mood psychotic disorders,inpatient discharges,183
2021-09-01,non-mood psychotic disorders,inpatient discharges,177
2021-10-01,non-mood psychotic disorders,inpatient discharges,160
2021-11-01,non-mood psychotic disorders,inpatient discharges,178
2021-12-01,non-mood psychotic disorders,inpatient discharges,190
2018-01-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,14
2018-02-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,17
2018-03-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,18
2018-04-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,15
2018-05-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,19
2018-06-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,15
2018-07-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,15
2018-08-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,9
2018-09-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2018-10-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,7
2018-11-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,19
2018-12-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,11
2019-01-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,16
2019-02-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,13
2019-03-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,19
2019-04-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2019-05-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,13
2019-06-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,12
2019-07-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2019-08-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2019-09-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,12
2019-10-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,13
2019-11-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,19
2019-12-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,18
2020-01-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,15
2020-02-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,20
2020-03-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,13
2020-04-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,11
2020-05-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,17
2020-06-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,11
2020-07-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,9
2020-08-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,15
2020-09-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,7
2020-10-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,8
2020-11-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,14
2020-12-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,28
2021-01-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,21
2021-02-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,22
2021-03-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,9
2021-04-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,19
2021-05-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,9
2021-06-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2021-07-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,14
2021-08-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,10
2021-09-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,18
2021-10-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,11
2021-11-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,18
2021-12-01,nonpsychotic disorders (excluding anxiety),inpatient discharges,17
2018-01-01,obesity,inpatient discharges,949
2018-02-01,obesity,inpatient discharges,753
2018-03-01,obesity,inpatient discharges,828
2018-04-01,obesity,inpatient discharges,664
2018-05-01,obesity,inpatient discharges,665
2018-06-01,obesity,inpatient discharges,616
2018-07-01,obesity,inpatient discharges,605
2018-08-01,obesity,inpatient discharges,627
2018-09-01,obesity,inpatient discharges,579
2018-10-01,obesity,inpatient discharges,603
2018-11-01,obesity,inpatient discharges,635
2018-12-01,obesity,inpatient discharges,738
2019-01-01,obesity,inpatient discharges,772
2019-02-01,obesity,inpatient discharges,730
2019-03-01,obesity,inpatient discharges,811
2019-04-01,obesity,inpatient discharges,727
2019-05-01,obesity,inpatient discharges,660
2019-06-01,obesity,inpatient discharges,650
2019-07-01,obesity,inpatient discharges,609
2019-08-01,obesity,inpatient discharges,613
2019-09-01,obesity,inpatient discharges,602
2019-10-01,obesity,inpatient discharges,636
2019-11-01,obesity,inpatient discharges,598
2019-12-01,obesity,inpatient discharges,712
2020-01-01,obesity,inpatient discharges,875
2020-02-01,obesity,inpatient discharges,792
2020-03-01,obesity,inpatient discharges,795
2020-04-01,obesity,inpatient discharges,874
2020-05-01,obesity,inpatient discharges,807
2020-06-01,obesity,inpatient discharges,867
2020-07-01,obesity,inpatient discharges,1350
2020-08-01,obesity,inpatient discharges,1383
2020-09-01,obesity,inpatient discharges,972
2020-10-01,obesity,inpatient discharges,897
2020-11-01,obesity,inpatient discharges,1131
2020-12-01,obesity,inpatient discharges,2911
2021-01-01,obesity,inpatient discharges,4581
2021-02-01,obesity,inpatient discharges,2233
2021-03-01,obesity,inpatient discharges,1293
2021-04-01,obesity,inpatient discharges,821
2021-05-01,obesity,inpatient discharges,867
2021-06-01,obesity,inpatient discharges,774
2021-07-01,obesity,inpatient discharges,858
2021-08-01,obesity,inpatient discharges,1592
2021-09-01,obesity,inpatient discharges,1928
2021-10-01,obesity,inpatient discharges,1436
2021-11-01,obesity,inpatient discharges,1348
2021-12-01,obesity,inpatient discharges,1349
2018-01-01,pneumonia,inpatient discharges,4569
2018-02-01,pneumonia,inpatient discharges,3379
2018-03-01,pneumonia,inpatient discharges,3683
2018-04-01,pneumonia,inpatient discharges,2994
2018-05-01,pneumonia,inpatient discharges,2799
2018-06-01,pneumonia,inpatient discharges,2670
2018-07-01,pneumonia,inpatient discharges,2606
2018-08-01,pneumonia,inpatient discharges,2603
2018-09-01,pneumonia,inpatient discharges,2468
2018-10-01,pneumonia,inpatient discharges,2551
2018-11-01,pneumonia,inpatient discharges,2876
2018-12-01,pneumonia,inpatient discharges,3195
2019-01-01,pneumonia,inpatient discharges,3589
2019-02-01,pneumonia,inpatient discharges,3204
2019-03-01,pneumonia,inpatient discharges,3641
2019-04-01,pneumonia,inpatient discharges,3072
2019-05-01,pneumonia,inpatient discharges,2955
2019-06-01,pneumonia,inpatient discharges,2731
2019-07-01,pneumonia,inpatient discharges,2594
2019-08-01,pneumonia,inpatient discharges,2413
2019-09-01,pneumonia,inpatient discharges,2459
2019-10-01,pneumonia,inpatient discharges,2653
2019-11-01,pneumonia,inpatient discharges,2659
2019-12-01,pneumonia,inpatient discharges,3116
2020-01-01,pneumonia,inpatient discharges,3754
2020-02-01,pneumonia,inpatient discharges,3481
2020-03-01,pneumonia,inpatient discharges,3831
2020-04-01,pneumonia,inpatient discharges,4195
2020-05-01,pneumonia,inpatient discharges,3888
2020-06-01,pneumonia,inpatient discharges,3656
2020-07-01,pneumonia,inpatient discharges,5110
2020-08-01,pneumonia,inpatient discharges,4959
2020-09-01,pneumonia,inpatient discharges,3791
2020-10-01,pneumonia,inpatient discharges,3476
2020-11-01,pneumonia,inpatient discharges,4354
2020-12-01,pneumonia,inpatient discharges,11244
2021-01-01,pneumonia,inpatient discharges,16657
2021-02-01,pneumonia,inpatient discharges,8076
2021-03-01,pneumonia,inpatient discharges,4357
2021-04-01,pneumonia,inpatient discharges,3079
2021-05-01,pneumonia,inpatient discharges,2941
2021-06-01,pneumonia,inpatient discharges,2722
2021-07-01,pneumonia,inpatient discharges,3080
2021-08-01,pneumonia,inpatient discharges,5102
2021-09-01,pneumonia,inpatient discharges,5839
2021-10-01,pneumonia,inpatient discharges,4839
2021-11-01,pneumonia,inpatient discharges,4682
2021-12-01,pneumonia,inpatient discharges,4964
2018-01-01,respiratory arrest/failure,inpatient discharges,6465
2018-02-01,respiratory arrest/failure,inpatient discharges,4874
2018-03-01,respiratory arrest/failure,inpatient discharges,5245
2018-04-01,respiratory arrest/failure,inpatient discharges,4489
2018-05-01,respiratory arrest/failure,inpatient discharges,4345
2018-06-01,respiratory arrest/failure,inpatient discharges,4133
2018-07-01,respiratory arrest/failure,inpatient discharges,4100
2018-08-01,respiratory arrest/failure,inpatient discharges,4131
2018-09-01,respiratory arrest/failure,inpatient discharges,3887
2018-10-01,respiratory arrest/failure,inpatient discharges,4066
2018-11-01,respiratory arrest/failure,inpatient discharges,4357
2018-12-01,respiratory arrest/failure,inpatient discharges,4936
2019-01-01,respiratory arrest/failure,inpatient discharges,5380
2019-02-01,respiratory arrest/failure,inpatient discharges,4804
2019-03-01,respiratory arrest/failure,inpatient discharges,5301
2019-04-01,respiratory arrest/failure,inpatient discharges,4610
2019-05-01,respiratory arrest/failure,inpatient discharges,4553
2019-06-01,respiratory arrest/failure,inpatient discharges,4251
2019-07-01,respiratory arrest/failure,inpatient discharges,4158
2019-08-01,respiratory arrest/failure,inpatient discharges,4022
2019-09-01,respiratory arrest/failure,inpatient discharges,4039
2019-10-01,respiratory arrest/failure,inpatient discharges,4292
2019-11-01,respiratory arrest/failure,inpatient discharges,4272
2019-12-01,respiratory arrest/failure,inpatient discharges,4856
2020-01-01,respiratory arrest/failure,inpatient discharges,5625
2020-02-01,respiratory arrest/failure,inpatient discharges,5189
2020-03-01,respiratory arrest/failure,inpatient discharges,5273
2020-04-01,respiratory arrest/failure,inpatient discharges,5236
2020-05-01,respiratory arrest/failure,inpatient discharges,4957
2020-06-01,respiratory arrest/failure,inpatient discharges,4750
2020-07-01,respiratory arrest/failure,inpatient discharges,5985
2020-08-01,respiratory arrest/failure,inpatient discharges,5837
2020-09-01,respiratory arrest/failure,inpatient discharges,4845
2020-10-01,respiratory arrest/failure,inpatient discharges,4776
2020-11-01,respiratory arrest/failure,inpatient discharges,5459
2020-12-01,respiratory arrest/failure,inpatient discharges,10992
2021-01-01,respiratory arrest/failure,inpatient discharges,14350
2021-02-01,respiratory arrest/failure,inpatient discharges,7664
2021-03-01,respiratory arrest/failure,inpatient discharges,5536
2021-04-01,respiratory arrest/failure,inpatient discharges,4442
2021-05-01,respiratory arrest/failure,inpatient discharges,4403
2021-06-01,respiratory arrest/failure,inpatient discharges,4173
2021-07-01,respiratory arrest/failure,inpatient discharges,4468
2021-08-01,respiratory arrest/failure,inpatient discharges,5726
2021-09-01,respiratory arrest/failure,inpatient discharges,6069
2021-10-01,respiratory arrest/failure,inpatient discharges,5723
2021-11-01,respiratory arrest/failure,inpatient discharges,5572
2021-12-01,respiratory arrest/failure,inpatient discharges,6141
2018-01-01,sepsis,inpatient discharges,4765
2018-02-01,sepsis,inpatient discharges,3507
2018-03-01,sepsis,inpatient discharges,3861
2018-04-01,sepsis,inpatient discharges,3212
2018-05-01,sepsis,inpatient discharges,3037
2018-06-01,sepsis,inpatient discharges,2864
2018-07-01,sepsis,inpatient discharges,2860
2018-08-01,sepsis,inpatient discharges,2945
2018-09-01,sepsis,inpatient discharges,2712
2018-10-01,sepsis,inpatient discharges,2925
2018-11-01,sepsis,inpatient discharges,3006
2018-12-01,sepsis,inpatient discharges,3495
2019-01-01,sepsis,inpatient discharges,3870
2019-02-01,sepsis,inpatient discharges,3392
2019-03-01,sepsis,inpatient discharges,3769
2019-04-01,sepsis,inpatient discharges,3204
2019-05-01,sepsis,inpatient discharges,3200
2019-06-01,sepsis,inpatient discharges,2919
2019-07-01,sepsis,inpatient discharges,2863
2019-08-01,sepsis,inpatient discharges,2689
2019-09-01,sepsis,inpatient discharges,2726
2019-10-01,sepsis,inpatient discharges,2969
2019-11-01,sepsis,inpatient discharges,3016
2019-12-01,sepsis,inpatient discharges,3408
2020-01-01,sepsis,inpatient discharges,4106
2020-02-01,sepsis,inpatient discharges,3650
2020-03-01,sepsis,inpatient discharges,3863
2020-04-01,sepsis,inpatient discharges,4077
2020-05-01,sepsis,inpatient discharges,3848
2020-06-01,sepsis,inpatient discharges,3609
2020-07-01,sepsis,inpatient discharges,4674
2020-08-01,sepsis,inpatient discharges,4652
2020-09-01,sepsis,inpatient discharges,3760
2020-10-01,sepsis,inpatient discharges,3580
2020-11-01,sepsis,inpatient discharges,4195
2020-12-01,sepsis,inpatient discharges,8547
2021-01-01,sepsis,inpatient discharges,12183
2021-02-01,sepsis,inpatient discharges,6742
2021-03-01,sepsis,inpatient discharges,4439
2021-04-01,sepsis,inpatient discharges,3248
2021-05-01,sepsis,inpatient discharges,3174
2021-06-01,sepsis,inpatient discharges,2876
2021-07-01,sepsis,inpatient discharges,3283
2021-08-01,sepsis,inpatient discharges,4600
2021-09-01,sepsis,inpatient discharges,5120
2021-10-01,sepsis,inpatient discharges,4509
2021-11-01,sepsis,inpatient discharges,4408
2021-12-01,sepsis,inpatient discharges,4729
2018-01-01,stroke,inpatient discharges,543
2018-02-01,stroke,inpatient discharges,447
2018-03-01,stroke,inpatient discharges,490
2018-04-01,stroke,inpatient discharges,441
2018-05-01,stroke,inpatient discharges,396
2018-06-01,stroke,inpatient discharges,405
2018-07-01,stroke,inpatient discharges,376
2018-08-01,stroke,inpatient discharges,393
2018-09-01,stroke,inpatient discharges,392
2018-10-01,stroke,inpatient discharges,354
2018-11-01,stroke,inpatient discharges,436
2018-12-01,stroke,inpatient discharges,471
2019-01-01,stroke,inpatient discharges,502
2019-02-01,stroke,inpatient discharges,434
2019-03-01,stroke,inpatient discharges,475
2019-04-01,stroke,inpatient discharges,457
2019-05-01,stroke,inpatient discharges,427
2019-06-01,stroke,inpatient discharges,403
2019-07-01,stroke,inpatient discharges,373
2019-08-01,stroke,inpatient discharges,390
2019-09-01,stroke,inpatient discharges,382
2019-10-01,stroke,inpatient discharges,409
2019-11-01,stroke,inpatient discharges,397
2019-12-01,stroke,inpatient discharges,461
2020-01-01,stroke,inpatient discharges,524
2020-02-01,stroke,inpatient discharges,485
2020-03-01,stroke,inpatient discharges,460
2020-04-01,stroke,inpatient discharges,401
2020-05-01,stroke,inpatient discharges,379
2020-06-01,stroke,inpatient discharges,446
2020-07-01,stroke,inpatient discharges,433
2020-08-01,stroke,inpatient discharges,493
2020-09-01,stroke,inpatient discharges,440
2020-10-01,stroke,inpatient discharges,415
2020-11-01,stroke,inpatient discharges,459
2020-12-01,stroke,inpatient discharges,673
2021-01-01,stroke,inpatient discharges,962
2021-02-01,stroke,inpatient discharges,647
2021-03-01,stroke,inpatient discharges,553
2021-04-01,stroke,inpatient discharges,448
2021-05-01,stroke,inpatient discharges,456
2021-06-01,stroke,inpatient discharges,430
2021-07-01,stroke,inpatient discharges,466
2021-08-01,stroke,inpatient discharges,520
2021-09-01,stroke,inpatient discharges,522
2021-10-01,stroke,inpatient discharges,520
2021-11-01,stroke,inpatient discharges,492
2021-12-01,stroke,inpatient discharges,560
2018-01-01,substance use disorders,inpatient discharges,1355
2018-02-01,substance use disorders,inpatient discharges,1031
2018-03-01,substance use disorders,inpatient discharges,1093
2018-04-01,substance use disorders,inpatient discharges,946
2018-05-01,substance use disorders,inpatient discharges,944
2018-06-01,substance use disorders,inpatient discharges,894
2018-07-01,substance use disorders,inpatient discharges,911
2018-08-01,substance use disorders,inpatient discharges,894
2018-09-01,substance use disorders,inpatient discharges,854
2018-10-01,substance use disorders,inpatient discharges,906
2018-11-01,substance use disorders,inpatient discharges,942
2018-12-01,substance use disorders,inpatient discharges,1042
2019-01-01,substance use disorders,inpatient discharges,1129
2019-02-01,substance use disorders,inpatient discharges,1036
2019-03-01,substance use disorders,inpatient discharges,1093
2019-04-01,substance use disorders,inpatient discharges,947
2019-05-01,substance use disorders,inpatient discharges,940
2019-06-01,substance use disorders,inpatient discharges,880
2019-07-01,substance use disorders,inpatient discharges,961
2019-08-01,substance use disorders,inpatient discharges,850
2019-09-01,substance use disorders,inpatient discharges,883
2019-10-01,substance use disorders,inpatient discharges,951
2019-11-01,substance use disorders,inpatient discharges,916
2019-12-01,substance use disorders,inpatient discharges,1053
2020-01-01,substance use disorders,inpatient discharges,1183
2020-02-01,substance use disorders,inpatient discharges,1036
2020-03-01,substance use disorders,inpatient discharges,1080
2020-04-01,substance use disorders,inpatient discharges,896
2020-05-01,substance use disorders,inpatient discharges,905
2020-06-01,substance use disorders,inpatient discharges,913
2020-07-01,substance use disorders,inpatient discharges,1116
2020-08-01,substance use disorders,inpatient discharges,1040
2020-09-01,substance use disorders,inpatient discharges,962
2020-10-01,substance use disorders,inpatient discharges,973
2020-11-01,substance use disorders,inpatient discharges,1119
2020-12-01,substance use disorders,inpatient discharges,1541
2021-01-01,substance use disorders,inpatient discharges,1907
2021-02-01,substance use disorders,inpatient discharges,1304
2021-03-01,substance use disorders,inpatient discharges,1160
2021-04-01,substance use disorders,inpatient discharges,997
2021-05-01,substance use disorders,inpatient discharges,989
2021-06-01,substance use disorders,inpatient discharges,954
2021-07-01,substance use disorders,inpatient discharges,1028
2021-08-01,substance use disorders,inpatient discharges,1198
2021-09-01,substance use disorders,inpatient discharges,1291
2021-10-01,substance use disorders,inpatient discharges,1294
2021-11-01,substance use disorders,inpatient discharges,1197
2021-12-01,substance use disorders,inpatient discharges,1360
2018-01-01,unspecified mental disorders,inpatient discharges,9
2018-02-01,unspecified mental disorders,inpatient discharges,13
2018-03-01,unspecified mental disorders,inpatient discharges,18
2018-04-01,unspecified mental disorders,inpatient discharges,12
2018-05-01,unspecified mental disorders,inpatient discharges,15
2018-06-01,unspecified mental disorders,inpatient discharges,12
2018-07-01,unspecified mental disorders,inpatient discharges,17
2018-08-01,unspecified mental disorders,inpatient discharges,8
2018-09-01,unspecified mental disorders,inpatient discharges,8
2018-10-01,unspecified mental disorders,inpatient discharges,12
2018-11-01,unspecified mental disorders,inpatient discharges,12
2018-12-01,unspecified mental disorders,inpatient discharges,10
2019-01-01,unspecified mental disorders,inpatient discharges,11
2019-02-01,unspecified mental disorders,inpatient discharges,15
2019-03-01,unspecified mental disorders,inpatient discharges,17
2019-04-01,unspecified mental disorders,inpatient discharges,14
2019-05-01,unspecified mental disorders,inpatient discharges,8
2019-06-01,unspecified mental disorders,inpatient discharges,13
2019-07-01,unspecified mental disorders,inpatient discharges,14
2019-08-01,unspecified mental disorders,inpatient discharges,13
2019-09-01,unspecified mental disorders,inpatient discharges,14
2019-10-01,unspecified mental disorders,inpatient discharges,13
2019-11-01,unspecified mental disorders,inpatient discharges,13
2019-12-01,unspecified mental disorders,inpatient discharges,14
2020-01-01,unspecified mental disorders,inpatient discharges,19
2020-02-01,unspecified mental disorders,inpatient discharges,15
2020-03-01,unspecified mental disorders,inpatient discharges,20
2020-04-01,unspecified mental disorders,inpatient discharges,14
2020-05-01,unspecified mental disorders,inpatient discharges,16
2020-06-01,unspecified mental disorders,inpatient discharges,16
2020-07-01,unspecified mental disorders,inpatient discharges,23
2020-08-01,unspecified mental disorders,inpatient discharges,26
2020-09-01,unspecified mental disorders,inpatient discharges,14
2020-10-01,unspecified mental disorders,inpatient discharges,8
2020-11-01,unspecified mental disorders,inpatient discharges,15
2020-12-01,unspecified mental disorders,inpatient discharges,21
2021-01-01,unspecified mental disorders,inpatient discharges,45
2021-02-01,unspecified mental disorders,inpatient discharges,20
2021-03-01,unspecified mental disorders,inpatient discharges,13
2021-04-01,unspecified mental disorders,inpatient discharges,16
2021-05-01,unspecified mental disorders,inpatient discharges,15
2021-06-01,unspecified mental disorders,inpatient discharges,16
2021-07-01,unspecified mental disorders,inpatient discharges,8
2021-08-01,unspecified mental disorders,inpatient discharges,23
2021-09-01,unspecified mental disorders,inpatient discharges,21
2021-10-01,unspecified mental disorders,inpatient discharges,23
2021-11-01,unspecified mental disorders,inpatient discharges,21
2021-12-01,unspecified mental disorders,inpatient discharges,27
